competition,date,match,team,pos,pos_role,player,rater,is_human,original_rating,goals,assists,shots_ontarget,shots_offtarget,shotsblocked,chances2score,drib_success,drib_unsuccess,keypasses,touches,passes_acc,passes_inacc,crosses_acc,crosses_inacc,lballs_acc,lballs_inacc,grduels_w,grduels_l,aerials_w,aerials_l,poss_lost,fouls,wasfouled,clearances,stop_shots,interceptions,tackles,dribbled_past,tballs_acc,tballs_inacc,ycards,rcards,dangmistakes,countattack,offsides,goals_ag_otb,goals_ag_itb,saves_itb,saves_otb,saved_pen,missed_penalties,owngoals,degree_centrality,betweenness_centrality,closeness_centrality,flow_centrality,flow_success,betweenness2goals,win,lost,is_home_team,minutesPlayed,game_duration
Premier League 2017-18,05/11/2017,"Manchester City - Arsenal, 3 - 1",Arsenal,Sub,Sub,Olivier Giroud,WhoScored,0,5.92,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0.034503275,0.502564103,0.034090909,0,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,Sub,Sub,Dennis Aogo,WhoScored,0,5.91,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0.408333333,0.025974026,0.5,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,Sub,Sub,Takuma Asano,WhoScored,0,6.03,0,0,0,1,0,1,0,2,1,20,10,0,1,0,0,0,5,3,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0.733333333,0.1,0.568115942,0.103896104,0.153846154,0,1,0,1,44,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,Sub,Sub,Takuma Asano,Kicker,1,4.5,0,0,0,1,0,1,0,2,1,20,10,0,1,0,0,0,5,3,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0.733333333,0.1,0.568115942,0.103896104,0.153846154,0,1,0,1,44,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,DML,Emiliano Insua,Bild,1,4,0,0,0,0,0,0,1,0,1,64,21,12,2,2,3,5,5,3,1,0,16,1,1,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.411346993,0.687719298,0.285714286,0.27388771,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,DML,Emiliano Insua,WhoScored,0,7.27,0,0,0,0,0,0,1,0,1,64,21,12,2,2,3,5,5,3,1,0,16,1,1,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.411346993,0.687719298,0.285714286,0.27388771,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,DML,Emiliano Insua,Kicker,1,3.5,0,0,0,0,0,0,1,0,1,64,21,12,2,2,3,5,5,3,1,0,16,1,1,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.266666667,0.411346993,0.687719298,0.285714286,0.27388771,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,GK,GK,Roman Burki,Kicker,1,4,0,0,0,0,0,0,0,0,0,32,21,0,0,0,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,2,0,0,0,0,0.933333333,0.091566118,0.593939394,0.215053763,0,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,GK,GK,Roman Burki,WhoScored,0,6.01,0,0,0,0,0,0,0,0,0,32,21,0,0,0,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,2,0,0,0,0,0.933333333,0.091566118,0.593939394,0.215053763,0,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,GK,GK,Roman Burki,Bild,1,5,0,0,0,0,0,0,0,0,0,32,21,0,0,0,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,2,0,0,0,0,0.933333333,0.091566118,0.593939394,0.215053763,0,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DC,Marc Bartra,Kicker,1,5,0,0,0,0,0,0,0,0,0,67,43,5,0,0,2,3,6,6,2,2,14,3,0,7,0,8,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.333333333,0.150910563,0.687719298,0.376344086,1.167126267,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DC,Marc Bartra,WhoScored,0,6.91,0,0,0,0,0,0,0,0,0,67,43,5,0,0,2,3,6,6,2,2,14,3,0,7,0,8,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.333333333,0.150910563,0.687719298,0.376344086,1.167126267,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DC,Marc Bartra,Bild,1,5,0,0,0,0,0,0,0,0,0,67,43,5,0,0,2,3,6,6,2,2,14,3,0,7,0,8,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.333333333,0.150910563,0.687719298,0.376344086,1.167126267,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,DMR,Andreas Beck,Bild,1,3,0,0,0,0,0,0,0,0,0,58,15,12,1,6,1,2,4,7,3,7,21,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.133333333,0.244705848,0.768627451,0.38961039,0.276267577,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,DMR,Andreas Beck,WhoScored,0,6.53,0,0,0,0,0,0,0,0,0,58,15,12,1,6,1,2,4,7,3,7,21,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.133333333,0.244705848,0.768627451,0.38961039,0.276267577,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,DMR,Andreas Beck,Kicker,1,4.5,0,0,0,0,0,0,0,0,0,58,15,12,1,6,1,2,4,7,3,7,21,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.133333333,0.244705848,0.768627451,0.38961039,0.276267577,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,AMC,Berkay Ozcan,Bild,1,2,0,1,0,1,0,1,1,0,1,37,17,6,0,1,1,1,8,5,1,2,10,1,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1.266666667,0.257737407,0.687719298,0.25974026,0.559845127,0.066666667,1,0,1,85,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,AMC,Berkay Ozcan,WhoScored,0,7.1,0,1,0,1,0,1,1,0,1,37,17,6,0,1,1,1,8,5,1,2,10,1,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1.266666667,0.257737407,0.687719298,0.25974026,0.559845127,0.066666667,1,0,1,85,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,AMC,Berkay Ozcan,Kicker,1,3,0,1,0,1,0,1,1,0,1,37,17,6,0,1,1,1,8,5,1,2,10,1,0,0,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1.266666667,0.257737407,0.687719298,0.25974026,0.559845127,0.066666667,1,0,1,85,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FW,Andre Schurrle,Kicker,1,4.5,0,0,2,1,0,3,0,0,2,50,36,4,1,0,1,1,1,6,2,1,11,1,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,1.066666667,0.10751259,0.687719298,0.35483871,0.959059269,0,0,1,0,83,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FW,Andre Schurrle,WhoScored,0,6.04,0,0,2,1,0,3,0,0,2,50,36,4,1,0,1,1,1,6,2,1,11,1,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,1.066666667,0.10751259,0.687719298,0.35483871,0.959059269,0,0,1,0,83,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FW,Andre Schurrle,Bild,1,5,0,0,2,1,0,3,0,0,2,50,36,4,1,0,1,1,1,6,2,1,11,1,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,1.066666667,0.10751259,0.687719298,0.35483871,0.959059269,0,0,1,0,83,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DL,Marcel Schmelzer,Kicker,1,4.5,0,0,0,0,0,0,0,0,0,84,35,10,0,1,2,3,6,8,6,4,15,2,2,5,0,5,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1.533333333,0.217706385,0.768627451,0.440860215,0.470905261,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DL,Marcel Schmelzer,WhoScored,0,6.65,0,0,0,0,0,0,0,0,0,84,35,10,0,1,2,3,6,8,6,4,15,2,2,5,0,5,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1.533333333,0.217706385,0.768627451,0.440860215,0.470905261,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DL,Marcel Schmelzer,Bild,1,5,0,0,0,0,0,0,0,0,0,84,35,10,0,1,2,3,6,8,6,4,15,2,2,5,0,5,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1.533333333,0.217706385,0.768627451,0.440860215,0.470905261,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FWL,Maximilian Philipp,Kicker,1,4,1,0,1,2,1,2,0,0,0,35,18,1,0,0,2,0,7,6,4,1,8,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.2,0.134729087,0.687719298,0.23655914,0.983981912,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FWL,Maximilian Philipp,WhoScored,0,7.47,1,0,1,2,1,2,0,0,0,35,18,1,0,0,2,0,7,6,4,1,8,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.2,0.134729087,0.687719298,0.23655914,0.983981912,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FWL,Maximilian Philipp,Bild,1,3,1,0,1,2,1,2,0,0,0,35,18,1,0,0,2,0,7,6,4,1,8,0,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.2,0.134729087,0.687719298,0.23655914,0.983981912,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,MF,MC,Shinji Kagawa,Kicker,1,4.5,0,0,0,1,0,1,0,0,0,34,21,2,0,1,3,2,4,2,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.133333333,0.132501657,0.653333333,0.23655914,1.578565014,0,0,1,0,63,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,MF,MC,Shinji Kagawa,WhoScored,0,6.15,0,0,0,1,0,1,0,0,0,34,21,2,0,1,3,2,4,2,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.133333333,0.132501657,0.653333333,0.23655914,1.578565014,0,0,1,0,63,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,MF,MC,Shinji Kagawa,Bild,1,5,0,0,0,1,0,1,0,0,0,34,21,2,0,1,3,2,4,2,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.133333333,0.132501657,0.653333333,0.23655914,1.578565014,0,0,1,0,63,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FWR,Andriy Yarmolenko,Kicker,1,3,0,0,1,0,0,1,1,2,2,66,35,8,1,5,4,2,8,4,1,1,19,1,2,1,0,3,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1.2,0.225546283,0.725925926,0.387096774,0.938930955,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FWR,Andriy Yarmolenko,WhoScored,0,6.78,0,0,1,0,0,1,1,2,2,66,35,8,1,5,4,2,8,4,1,1,19,1,2,1,0,3,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1.2,0.225546283,0.725925926,0.387096774,0.938930955,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,FW,FWR,Andriy Yarmolenko,Bild,1,5,0,0,1,0,0,1,1,2,2,66,35,8,1,5,4,2,8,4,1,1,19,1,2,1,0,3,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,1.2,0.225546283,0.725925926,0.387096774,0.938930955,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DR,Jeremy Toljan,Kicker,1,3,0,0,0,0,0,0,2,0,0,95,48,5,0,4,4,1,4,8,1,2,21,0,2,4,0,3,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1.333333333,0.180141247,0.725925926,0.505376344,0.932540641,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DR,Jeremy Toljan,WhoScored,0,6.3,0,0,0,0,0,0,2,0,0,95,48,5,0,4,4,1,4,8,1,2,21,0,2,4,0,3,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1.333333333,0.180141247,0.725925926,0.505376344,0.932540641,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,DF,DR,Jeremy Toljan,Bild,1,3,0,0,0,0,0,0,2,0,0,95,48,5,0,4,4,1,4,8,1,2,21,0,2,4,0,3,0,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1.333333333,0.180141247,0.725925926,0.505376344,0.932540641,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,MF,MC,Mario Gotze,Kicker,1,3,0,0,2,0,0,2,2,2,1,72,44,9,1,1,5,4,10,7,0,2,14,1,2,0,0,4,3,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1.466666667,0.199143099,0.768627451,0.440860215,0.876980564,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,MF,MC,Mario Gotze,WhoScored,0,7.1,0,0,2,0,0,2,2,2,1,72,44,9,1,1,5,4,10,7,0,2,14,1,2,0,0,4,3,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1.466666667,0.199143099,0.768627451,0.440860215,0.876980564,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",Borussia Dortmund,MF,MC,Mario Gotze,Bild,1,3,0,0,2,0,0,2,2,2,1,72,44,9,1,1,5,4,10,7,0,2,14,1,2,0,0,4,3,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1.466666667,0.199143099,0.768627451,0.440860215,0.876980564,0,0,1,0,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Benjamin Pavard,Bild,1,3,0,0,1,0,0,1,0,0,1,46,23,9,0,0,3,3,4,4,1,3,10,2,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.211663854,0.568115942,0.25974026,1.046389062,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Benjamin Pavard,WhoScored,0,6.76,0,0,1,0,0,1,0,0,1,46,23,9,0,0,3,3,4,4,1,3,10,2,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.211663854,0.568115942,0.25974026,1.046389062,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Benjamin Pavard,Kicker,1,3.5,0,0,1,0,0,1,0,0,1,46,23,9,0,0,3,3,4,4,1,3,10,2,0,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.211663854,0.568115942,0.25974026,1.046389062,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Timo Baumgartl,Bild,1,4,0,0,0,1,0,0,0,0,0,37,21,5,0,0,8,3,4,5,2,2,7,3,0,3,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.178619042,0.593939394,0.25974026,0.606905658,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Timo Baumgartl,WhoScored,0,7.08,0,0,0,1,0,0,0,0,0,37,21,5,0,0,8,3,4,5,2,2,7,3,0,3,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.178619042,0.593939394,0.25974026,0.606905658,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Timo Baumgartl,Kicker,1,3.5,0,0,0,1,0,0,0,0,0,37,21,5,0,0,8,3,4,5,2,2,7,3,0,3,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.178619042,0.593939394,0.25974026,0.606905658,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,AMC,Chadrac Akolo,Bild,1,2,1,0,1,0,0,0,1,0,0,15,5,2,0,1,0,0,5,2,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.6,0.094070218,0.522666667,0.116883117,0.583172005,0,1,0,1,46,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,AMC,Chadrac Akolo,WhoScored,0,7,1,0,1,0,0,0,1,0,0,15,5,2,0,1,0,0,5,2,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.6,0.094070218,0.522666667,0.116883117,0.583172005,0,1,0,1,46,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,AMC,Chadrac Akolo,Kicker,1,2.5,1,0,1,0,0,0,1,0,0,15,5,2,0,1,0,0,5,2,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.6,0.094070218,0.522666667,0.116883117,0.583172005,0,1,0,1,46,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,MC,Christian Gentner,Bild,1,4,0,0,0,0,0,0,0,1,1,42,24,11,0,0,0,2,2,8,2,1,12,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.301451515,0.768627451,0.337662338,0.308313479,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,MC,Christian Gentner,WhoScored,0,7.07,0,0,0,0,0,0,0,1,1,42,24,11,0,0,0,2,2,8,2,1,12,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.301451515,0.768627451,0.337662338,0.308313479,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,MC,Christian Gentner,Kicker,1,3,0,0,0,0,0,0,0,1,1,42,24,11,0,0,0,2,2,8,2,1,12,3,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.301451515,0.768627451,0.337662338,0.308313479,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,GK,GK,Ron-Robert Zieler,Bild,1,2,0,0,0,0,0,0,0,0,0,36,17,7,0,0,15,7,1,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,3,1,0,0,0.666666667,0.127241801,0.568115942,0.116883117,0,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,GK,GK,Ron-Robert Zieler,WhoScored,0,8.11,0,0,0,0,0,0,0,0,0,36,17,7,0,0,15,7,1,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,3,1,0,0,0.666666667,0.127241801,0.568115942,0.116883117,0,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,GK,GK,Ron-Robert Zieler,Kicker,1,1.5,0,0,0,0,0,0,0,0,0,36,17,7,0,0,15,7,1,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,3,1,0,0,0.666666667,0.127241801,0.568115942,0.116883117,0,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Holger Badstuber,Bild,1,2,0,0,0,0,0,0,0,0,0,28,17,4,0,0,5,2,3,0,1,1,5,0,1,1,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.733333333,0.101574898,0.483950617,0.168831169,0,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Holger Badstuber,WhoScored,0,6.82,0,0,0,0,0,0,0,0,0,28,17,4,0,0,5,2,3,0,1,1,5,0,1,1,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.733333333,0.101574898,0.483950617,0.168831169,0,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,DF,DC,Holger Badstuber,Kicker,1,2.5,0,0,0,0,0,0,0,0,0,28,17,4,0,0,5,2,3,0,1,1,5,0,1,1,0,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.733333333,0.101574898,0.483950617,0.168831169,0,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,FW,FW,Daniel Ginczek,Bild,1,3,0,0,0,0,0,0,0,1,0,15,5,2,0,1,1,0,0,4,2,2,8,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0.12149858,0.593939394,0.116883117,0,0,1,0,1,46,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,FW,FW,Daniel Ginczek,WhoScored,0,6.2,0,0,0,0,0,0,0,1,0,15,5,2,0,1,1,0,0,4,2,2,8,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0.12149858,0.593939394,0.116883117,0,0,1,0,1,46,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,FW,FW,Daniel Ginczek,Kicker,1,3.5,0,0,0,0,0,0,0,1,0,15,5,2,0,1,1,0,0,4,2,2,8,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.666666667,0.12149858,0.593939394,0.116883117,0,0,1,0,1,46,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,MC,Santiago Ascacibar,WhoScored,0,7.34,0,0,0,0,0,0,0,0,0,39,19,7,0,0,2,3,4,4,1,1,8,0,2,1,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.066666667,0.235618066,0.622222222,0.246753247,0.730817135,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,MF,MC,Santiago Ascacibar,Kicker,1,2.5,0,0,0,0,0,0,0,0,0,39,19,7,0,0,2,3,4,4,1,1,8,0,2,1,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1.066666667,0.235618066,0.622222222,0.246753247,0.730817135,0,1,0,1,90,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,Sub,Sub,Josip Brekalo,WhoScored,0,7.81,1,0,2,0,0,2,2,3,1,31,7,8,1,1,0,0,9,0,1,0,10,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.733333333,0.128483217,0.622222222,0.246753247,0.173913043,0.055555556,1,0,1,44,90
Bundesliga 2017-18,17/11/2017,"VfB Stuttgart - Borussia Dortmund, 2 - 1",VfB Stuttgart,Sub,Sub,Josip Brekalo,Kicker,1,2.5,1,0,2,0,0,2,2,3,1,31,7,8,1,1,0,0,9,0,1,0,10,0,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.733333333,0.128483217,0.622222222,0.246753247,0.173913043,0.055555556,1,0,1,44,90
